smiles,logP,logP_class,image_path
CCn1nc(C)c(CNC(=O)CCC(=O)N2CCc3sccc3C2)c1C,2.56264,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4204.png
Cc1cccc(C2=CCN(C(=O)c3ccc(C(=O)N(C)C)nc3C)CC2)c1,3.32974,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4205.png
Cn1nnnc1SCCNC(=O)c1c[nH]nc1-c1cccc(F)c1,1.2614,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4206.png
O=C(Nc1cccc2cnccc12)N1CCC[C@@H](CO)C1,2.471,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4207.png
CC[NH2+]C[C@@H](Oc1cccnc1C)C(C)C,1.3767200000000002,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4208.png
Cn1cc(N2CC[C@H]([NH2+][C@H]3CCc4[nH]c5ccccc5c4C3)C2=O)cn1,1.1276,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4209.png
Cc1ccc(C(=O)N(C)[C@@H](C)c2ccc([S@@](C)=O)cc2)cc1F,3.70472,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4210.png
CCNC(=O)c1cccc(NC(=O)Cc2c(C)[nH]c3ccccc23)c1,3.40722,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4211.png
COC1CC[NH+](CC(=O)Nc2nc(-c3cc(C)c(C)cc3C)cs2)CC1,2.36756,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4212.png
Cc1cccc(C(=O)NNC(=S)NC(=O)c2cc(Br)ccc2OC(C)C)c1,3.49402,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4213.png
CC1(C)C[C@@]2(C[NH+]=C(N)O2)C(C)(C)O1,-0.8718,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4214.png
C[C@@H]([NH2+]CCNC(=O)c1c(F)cccc1F)c1ccsc1,2.0807,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4215.png
CC(C)[C@H](CO)NC(=O)c1cc(N)n[nH]1,-0.2614,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4216.png
Cc1ccc(CN2CCN(C[C@H](C)C(=O)NCc3cccc(F)c3)C(=O)C2=O)cc1,2.25742,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4217.png
CC(C)c1ccc(C[C@@H](C)N[C@H](C)c2ccc(S(N)(=O)=O)cc2)cc1,3.7392,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4218.png
Cc1ccc(/C=C2/N=C(SCC(N)=O)N(CC(C)C)C2=O)s1,2.47012,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4219.png
CCCN(Cc1ccccc1O)C(=O)NCCc1nnc2n1CCC2,2.0942,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4220.png
O=C1N[C@@H](C(=O)N(CC2CC2)CC2CC2)CS1,1.46,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4221.png
CCN(C)c1cc(Br)ccc1C[NH2+]C1CC1,2.131,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4222.png
COc1ccccc1COC[C@@H](O)CN1CCn2c(nn(C)c2=O)C1,-0.0163,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4223.png
O=C1Nc2c(F)cccc2N[C@H]2COC[C@@H]12,1.2047,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4224.png
CN[C@@](C#N)(CS[C@H](C)CCO)c1ccccc1,2.12898,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4225.png
CCn1c2ccccc2c2cc(/C=C/C([O-])=N/S(C)(=O)=O)ccc21,2.546,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4226.png
COC[C@@H](C)NC(=O)Nc1ccc(OCc2ccccc2)cc1,3.422,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4227.png
CC1CCN(C(=O)c2ccc3c(c2)[C@@H]2C=CC[C@H]2[C@H](c2c[nH]c4ccccc24)N3)CC1,5.8665,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4228.png
Cc1ncccc1NCc1csc(-c2ccc(F)cc2)n1,4.26472,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4229.png
CCOc1ccc(-c2sc([S-])nc2C(=O)OC)cc1,2.9012,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4230.png
CC[C@H]([NH3+])[C@@H](CC)c1ccc(Br)cc1,2.9632,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4231.png
Cc1cc(C(=O)N[C@H](C)C2CCCCC2)sc1C#CCN,3.0653200000000003,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4232.png
CC(C)(C)c1ccc([C@@H](C#N)NC(=O)CCNC(=O)c2cccs2)cc1,3.5465800000000005,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4233.png
C[C@@H]1C[C@H]1NC(=O)NCc1cccnc1OCC(F)(F)F,2.2303,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4234.png
Fc1cc(Br)cc(-c2n[n-]c(Cl)n2)c1,2.6558,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4235.png
CSCc1cc(F)ccc1C[NH2+]Cc1ccoc1,2.5453,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4236.png
CCOCCNC(=O)COc1ccc(F)c(F)c1,1.4963,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4237.png
C#CCOC[C@H](O)C[NH+]1CCN(c2ccccc2)CC1,-0.5978,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4238.png
O=C(CSc1nc2ccccc2n1-c1ccccc1)C1CCOCC1,4.1133,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4239.png
Fc1ccccc1N1CCN(Cc2cnc(Cl)s2)CC1,3.2578,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4240.png
CCc1nn(C)cc1NC(=O)c1ccccc1OC(C)C,3.022,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4241.png
COc1ccc(Br)c(CN2CCN(C(=O)[C@H]3C[C@@H]3C)CC2)c1,2.7579,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4242.png
COc1ccccc1-n1cnnc1SCC(=O)c1ccc(C(C)C)cc1,4.3743,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4243.png
C[C@H](NC(=O)[C@@H](C)N(c1ccc2c(c1)OCCO2)S(C)(=O)=O)c1ccc(C(C)(C)C)cc1,3.7872,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4244.png
CCOc1cc(NCc2ccc3c(c2)CCO3)ccc1OC,3.6409,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4245.png
C[C@H](c1nc(-c2cc3ccccc3o2)no1)[NH+]1CCSCC1,2.1755,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4246.png
CCCNC(=O)CN[C@@H]1CCC[C@@H]([NH3+])C1,-0.3447,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4247.png
Cc1cc(N2CCC(n3cncn3)CC2)c2cc(OC(F)F)ccc2[nH+]1,2.9967200000000003,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4248.png
CC1CC[NH+](C[C@H](O)C[NH+](C2CCCC2)C2CCCC2)CC1,0.4322,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4249.png
O=C(CN1CCN(c2ccccc2F)C1=O)Nc1ccc(F)cc1F,2.9846,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4250.png
COc1cccc(CC(=O)N2CC3(COC(C)(C)OC3)C2)c1,1.8492,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4251.png
NC(=O)c1ccc(NCc2cccc(Br)c2)nn1,1.9501,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4252.png
C/[NH+]=C(\N)SCc1cccc(F)c1,0.084,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4253.png
O=C(NC1CCCCC1)[C@@H]1CCCN1S(=O)(=O)c1ccc(Br)cc1,3.0511,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4254.png
COc1ccc(-c2cccc3cc4c(c(OC)c23)OCO4)cc1,4.2527,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4255.png
CC(=O)N1CC[NH+]([C@@H](C(=O)[O-])c2c[nH]c3ccc(Cl)cc23)CC1,-0.6407,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4256.png
CCC[C@@H]1CN(C(=O)Nc2nnc(C(F)(F)F)s2)CCO1,2.5897,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4257.png
CN(C(=O)c1ccc2c(c1)NC(=O)CS2)C1(C#N)CCC1,2.24908,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4258.png
Cc1sc(-c2ccco2)nc1C(=O)Nc1ccc(C#N)c(Cl)c1,4.4889,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4259.png
C=CCn1c(SCc2nnc(-c3ccc(Cl)cc3)o2)nnc1C(C)(C)C,4.7573,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4260.png
Cc1ccc(-c2nnc(SCC(=O)NCCc3ccc(Cl)cc3)n2N)cc1,3.07172,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4261.png
Cc1n[nH]c(SCC(=O)N2CCN([C@H](C)c3ccccc3)CC2)n1,2.11062,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4262.png
CSc1cccc(NC(=O)CSc2nnc(-c3ccccc3Cl)n2C)c1,4.5882,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4263.png
O=C(NCCOC1CCCCCC1)N1CC[C@@H]([N+]2=CCCC2)C1,2.3868,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4264.png
COCC(=O)Nc1nc(-c2cccs2)cs1,2.4565,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4265.png
COc1ccc(C(=O)C(=O)NC2[C@@H](C)CCC[C@@H]2C)cc1,2.8188,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4266.png
Cc1cc(=O)oc2c(C[NH2+]CCO)c(O)ccc12,-0.13728,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4267.png
Cc1cc(NC(=O)c2ccccc2SCc2cccs2)ccn1,4.99612,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4268.png
COC(=O)c1ccc(CN(C)C(=O)COc2ccc(F)cc2Cl)cc1,3.3031,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4269.png
Cc1nc(CS(=O)(=O)CC(=O)N(C(C)C)C(C)C)no1,0.93822,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4270.png
CCN1CC[NH+](CCCCNC(=O)[C@H]2Cc3cc(C)c(C)cc3O2)CC1,0.7237399999999999,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4271.png
COCCOc1ccc(NC(=O)N2CC[C@@H]3CC[C@H](C2)[NH+]3C)cc1,0.9951,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4272.png
Cn1cnc(CNC(=O)c2ccccc2NC(=O)c2ccc(Cl)cc2)n1,2.6508,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4273.png
CC(C)C(=O)N1CCC(C[C@@H]2CC(c3ccccc3)=NO2)(C(=O)NC[C@H]2CCCO2)CC1,3.1297,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4274.png
CC[C@H]1CCC[C@H](NC(=O)c2n[nH]c(C)c2[N+](=O)[O-])C1,2.32492,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4275.png
CCn1cc(C[NH+](C)[C@@H]2C[C@@](C)(OC)C2(C)C)cn1,1.1213,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4276.png
CCNC(=O)c1csc(Nc2ncccn2)n1,1.4264,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4277.png
CSC[C@H]1CCN(C(=O)c2cc(N3CCCC3=O)ccc2Cl)C1,3.2919,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4278.png
N#C[C@H](c1ccc(Cl)cc1)c1ccc(N2CCN(c3ccccc3)CC2)nn1,4.1120800000000015,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4279.png
COC(=O)[C@H](CNC(=O)c1ccc(C)s1)Oc1ccc(F)cc1,2.54602,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4280.png
O=C(/C=C/c1ccc([N+](=O)[O-])cc1)NCc1ccncc1,2.3194,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4281.png
Cc1ccc(-n2ccnc2)c(C(=O)NCCNC(=O)CC2CCCCC2)c1,2.99712,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4282.png
C/C=C(/C)C(=O)NC[C@H]1CCO[C@H]1C(C)(C)C,2.52,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4283.png
Cc1c(Cl)ccc2cc(C#N)c(N3CC[NH2+]CC3)nc12,1.4517,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4284.png
Fc1ccc(NCc2noc(-c3cccs3)n2)c(OCC(F)F)c1,4.1932,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4285.png
CC[NH+]1CCC[C@H]1CN(C)c1ccc(C(C)=O)cc1F,1.5317,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4286.png
COC(=O)c1cccc(CCNC(=O)N[C@H]2C[C@@H]2c2ccccc2)c1,2.8710000000000004,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4287.png
COC(=O)c1cccc(N2CCN(c3ccc(F)cc3)CC2)n1,2.3339,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4288.png
Cc1nc(N)sc1C(=O)N/N=C/C=C1/N(C)c2ccccc2C1(C)C,3.06082,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4289.png
COc1ccc2c(CC(=O)NC[C@H](C(C)C)N3CC[NH+](C)CC3)coc2c1,0.955,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4290.png
CN(Cc1ccccc1F)C(=O)C1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,3.5384,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4291.png
Cc1cc(N)c([N+](=O)[O-])cc1S(N)(=O)=O,0.13282,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4292.png
C[NH+]1CCC(NC(=O)Nc2cc(C(N)=O)ccc2N2CCCCC2)CC1,0.5744,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4293.png
Cc1ccc(-c2nnc(SCC(=O)N(C)C3=CCCC3)o2)cc1,3.66332,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4294.png
C[C@H]1Cc2c(NC(=O)CSCc3ccccc3)nn(C)c2NC1=O,2.4227,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4295.png
CC[C@H](CNC(=O)N(CC)CCO)[NH+]1CCc2ccccc2C1,0.43,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4296.png
Nc1ccc(N2CCN(C(=O)/C=C/c3ccccc3)CC2)c(Cl)c1,3.2842,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4297.png
CC(C)N1C[C@@H](C(=O)O[C@H](C)COc2cccc(F)c2)CC1=O,2.3931,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4298.png
Cc1cc(N2CCN(C(=O)NCC[NH+](C(C)C)C(C)C)CC2)nc(C(C)C)[nH+]1,0.86082,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4299.png
COC(=O)c1ccccc1N(C)C(=O)c1oc2c(c1C)/C(=N/NC(N)=[NH2+])CCC2,0.35502,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4300.png
CC(C)(C)NC(=O)NNc1ncccc1-n1cccc1,2.2969,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4301.png
COc1ccccc1N1C[C@@H](C(=O)OCc2cc(F)cc3c2O[C@H](c2ccccc2)OC3)CC1=O,4.5384,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4302.png
COC1CC[NH+](C[C@@H]2CCC[C@H](C)C2)CC1,1.5064,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4303.png
CC(C)OC(=O)[C@H](C)CNC(=O)[C@@H]1CCCC[NH+]1C(C)C,0.5361,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4304.png
CCC[NH+]1CC2(CCN(c3nccnc3C)CC2)C[C@H]1C(=O)[O-],-0.81128,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4305.png
CC(=O)c1ccccc1C(=O)N1CCCN(C(=O)C(C)(C)C)CC1,2.6098,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4306.png
Cc1nc([C@@H]2CCCN(C(=O)C3CCCC3)C2)nc2c1CCC(=O)N2C,2.59022,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4307.png
COCCN1C(=O)/C(=C/c2cc(Br)ccc2O)SC1=S,3.0023,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4308.png
C[C@H]1C[C@H]1C(=O)N1CCN(C(=O)N[C@@H](C)C(C)(C)C[NH+](C)C)CC1,0.0554,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4309.png
CCc1noc(CC)c1CNC(=O)N1CCC[C@H]1Cc1ccccc1,3.7161,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4310.png
COCc1cccc(NCc2cccc(C#N)c2)c1,3.3167800000000005,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4311.png
CCc1nnc([N-]S(=O)(=O)c2ccc(NC(=O)Nc3ccc(OC)cc3)cc2)s1,4.1472,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4312.png
COC(=O)c1ccc(C)c(NC(=O)NCCCc2[nH]cc[nH+]2)c1,1.67812,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4313.png
O=C(CCSc1nc2ccccc2s1)Nc1ccc2oc(=O)[nH]c2c1,3.8517,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4314.png
Cc1ccc(-c2ccc(N3CCC[C@H](C(=O)Nc4ccc(N5CCOCC5)cc4)C3)nn2)cc1,4.14372,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4315.png
COc1ccc(CCC(=O)N(C)Cc2nccs2)cc1OC,2.7515,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4316.png
O=C(NCCC(F)(F)F)N[C@H]1c2ccccc2C[C@H]1O,1.8963,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4317.png
Cc1ccccc1[C@H]1N=C(O)c2c(sc3c2CC[NH+](C(C)C)C3)N1,2.83482,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4318.png
CCc1nnc(NC(=O)c2cccc3cccnc23)s1,2.901,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4319.png
O=C(CCNC(=O)N[C@@H]1CCCC[C@@H]1CO)NC1CCCC1,1.2856,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4320.png
CCc1nn(C)c(OC)c1CNC(=O)CCc1ccccc1C,2.54852,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4321.png
CCc1ccsc1C(=O)N[C@H](C(N)=S)C1CCCCC1,3.2753,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4322.png
Cc1cc(C)n(-c2cccc([N-]S(=O)(=O)c3ccccc3C#N)c2)n1,3.75492,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4323.png
CC(C)Oc1ccccc1COc1cccc(S(C)(=O)=O)c1,3.4563,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4324.png
O=C(Nc1ccccc1)Nc1nnc(-c2ccc(Cl)cc2)s1,4.5025,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4325.png
CC(C)[C@H]1CC[C@@H](C)C[C@H]1[NH2+]CCn1cc([N+](=O)[O-])cn1,1.8155,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4326.png
Cc1cccc2nc(CNC(=O)C(=O)Nc3ccc4c(c3)CCC4)cn12,2.38632,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4327.png
CC[NH+](CC)[C@@H]1CCN(C(=O)NCc2cc(F)cc(OC)c2)C1,1.0429,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4328.png
O=C(C[C@@H]1C([O-])=Nc2nc(SCc3ccccc3)nn21)Nc1cccc(Cl)c1,3.1976,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4329.png
C/[NH+]=C(\NCC(C)(C)SC)N[C@H](C)c1ccccc1C,1.4432200000000002,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4330.png
COC(=O)c1cccc(CC(=O)N(C)c2ncccc2OC)c1,2.0823,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4331.png
O=C(c1cc2c(s1)-c1ccc(Cl)cc1S(=O)(=O)C2)N1CCC2(CC1)OCCO2,3.3349,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4332.png
CC[C@H](C)NC(=O)[C@@H](C)Sc1nc(C)cs1,2.84682,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4333.png
Cc1cc(C)c(NC(=O)[C@H](C)n2c3ccccc3c3nc(=O)cc(C)n32)c(C)c1,4.08258,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4334.png
Cc1ccccc1Cc1nc(C[NH+]2CCCN(C(=O)C(C)(C)C)CC2)no1,1.63212,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4335.png
CCc1ccc([C@@H](C)NC(=O)[C@H](C)N2CCN(CCO)CC2)cc1,1.4246,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4336.png
COC[C@@H](C)NC(=O)Nc1c(C)ccc([N+](=O)[O-])c1C,2.36804,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4337.png
CC[C@@H](Nc1nnnn1-c1ccccc1)C(=O)N(C)CC#N,0.83478,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4338.png
NC(=O)NC[C@@H]1CCCC[NH+]1Cc1cc2ccccc2s1,1.507,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4339.png
CC[NH2+][C@H](C)c1ccc(OC[C@@H]2CN(CC)CCO2)cc1,1.4304,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4340.png
CCNC(=O)c1cc(S(=O)(=O)N(C)c2ccccc2)ccc1OC,2.27,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4341.png
CC[NH+](c1ccc(NC(=O)Cn2nnc3ccccc32)cc1)C(C)C,2.0147,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4342.png
O=C(CSc1nnc(-c2cccnc2)o1)Nc1ccc(Cl)cc1,3.5158,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4343.png
CC1CCN(C(=O)C2CCC2)CC1,2.045,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4344.png
CCOc1ccc(S(=O)(=O)NCC2CCN(C(=O)OC)CC2)cc1,1.842,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4345.png
Cc1cccc2oc(CNCC(F)(F)F)nc12,2.78812,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4346.png
C[C@H]1CN(C(=O)Cc2cccc(OCc3cccnc3)c2)CCO1,2.4504,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4347.png
[NH3+][C@@H](Cc1ccn(C2CCCC2)n1)c1cc(F)cc(Br)c1,3.4255,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4348.png
C[NH+]1CCC[C@@H](CNCc2cnc(-c3ccccn3)s2)C1,1.2194,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4349.png
O=C(CNS(=O)(=O)c1ccccc1F)NC1CCCCC1,1.5529,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4350.png
CC(C)([NH2+][C@H]1CSCCC1(C)C)C(N)=O,0.3454,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4351.png
CCN(CC)C(=O)c1ccccc1NC(=O)Cc1ccc(OC)cc1,3.3584,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4352.png
CCn1nc(C)c(NC(=O)N[C@@H](c2nnc3n2CCC3)C(C)C)c1C,2.57634,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4353.png
COc1ccccc1/C=C(/C(=O)NC[C@@]1(O)CCSC1)c1ccccc1,3.22,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4354.png
COc1ccc(C[C@](C)(O)c2cc(C)cc(F)c2)cc1,3.59292,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4355.png
CC(C)Oc1cccc([C@]2(C(C)C)CCC[NH2+]2)c1,2.6823,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4356.png
CS(=O)(=O)[C@H]1CCC[C@H](SCCCO)C1,1.4578,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4357.png
CC(C)OC(=O)CCNC(=O)c1cc2ccccc2c2cccnc12,3.4595,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4358.png
Cc1ccc(-n2cnnc2SCC(=O)Nc2sc3c(c2C(N)=O)CCCC3)c(C)c1,3.65414,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4359.png
CC[C@H](NC(=O)c1cc(-c2ccc(C)o2)n[nH]1)c1ccnn1C,2.59272,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4360.png
C[C@@H](C(=O)NC(=O)NC(C)(C)C)N1CCN(C(=O)Cc2ccccc2F)CC1,1.5252,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4361.png
CO[C@H]1CC[NH+](C2CCN(c3cc(C)nc(-c4ccccc4O)n3)CC2)C1,1.43002,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4362.png
CC(=O)N1CCCc2cc(NC(=O)C[C@H](O)c3cccc(F)c3)ccc21,3.187,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4363.png
Nc1nc(C(F)(F)F)cc(=O)n1N(S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1,1.5601,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4364.png
O=C(Nc1cccc(C(F)(F)F)c1)[C@H]1CCCC[C@H]1C(=O)[O-],2.2002,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4365.png
CC[C@H](c1ccc(F)cc1)N1CCN(C(=O)[C@@H]2CCC[NH+]2C)CC1,1.0981,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4366.png
C[C@@H](NC(=O)OC(C)(C)C)C(=O)NCCCl,1.2546,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4367.png
COc1ccccc1CNC(=O)Nc1cc(C(C)(C)C)on1,3.3024,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4368.png
O=C1N=C([N-]c2ccc(F)c(Cl)c2)/C(=C/c2ccc3nccnc3c2)S1,5.7339,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4369.png
CN(Cc1ccccc1OC(F)(F)F)C(=O)NC1CC[NH+](C)CC1,1.4037,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4370.png
Cc1cc2c(cc1C)O[C@@H](C(=O)NCc1nc3ccccc3s1)C2,3.53304,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4371.png
Cc1ccccc1[C@@H]1CN(C2CCSCC2)[C@H](C)CO1,3.65242,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_4372.png
