smiles,logP,qed,SAS,logP_class,images
CC(C)([NH2+][C@H]1CSCCC1(C)C)C(N)=O,0.3454,0.752523037791,4.678779384989547,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFC084150>
CCN(CC)C(=O)c1ccccc1NC(=O)Cc1ccc(OC)cc1,3.3584,0.8248471218260001,1.7644973900227967,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA2BDF790>
CCn1nc(C)c(NC(=O)N[C@@H](c2nnc3n2CCC3)C(C)C)c1C,2.57634,0.869326378999,3.124536246895332,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3275350>
COc1ccccc1/C=C(/C(=O)NC[C@@]1(O)CCSC1)c1ccccc1,3.22,0.5969963904810001,3.060549791152249,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFC087290>
COc1ccc(C[C@](C)(O)c2cc(C)cc(F)c2)cc1,3.59292,0.8998320508040001,2.534995090087021,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3277C50>
CC(C)Oc1cccc([C@]2(C(C)C)CCC[NH2+]2)c1,2.6823,0.8671493032340001,3.951042496911274,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA2BF7B50>
CS(=O)(=O)[C@H]1CCC[C@H](SCCCO)C1,1.4578,0.760202008476,3.6074087022619103,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDD8836F10>
CC(C)OC(=O)CCNC(=O)c1cc2ccccc2c2cccnc12,3.4595,0.55990285289,2.1010778883976595,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD3F5250>
Cc1ccc(-n2cnnc2SCC(=O)Nc2sc3c(c2C(N)=O)CCCC3)c(C)c1,3.65414,0.5533892679779999,2.5043665214259736,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEDB6410>
CC[C@H](NC(=O)c1cc(-c2ccc(C)o2)n[nH]1)c1ccnn1C,2.59272,0.755479682575,3.1851637906387555,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3227E10>
C[C@@H](C(=O)NC(=O)NC(C)(C)C)N1CCN(C(=O)Cc2ccccc2F)CC1,1.5252,0.821904710008,2.645453732990928,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFC084090>
CO[C@H]1CC[NH+](C2CCN(c3cc(C)nc(-c4ccccc4O)n3)CC2)C1,1.43002,0.8625031839149999,4.242440598550454,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA2BF4D90>
CC(=O)N1CCCc2cc(NC(=O)C[C@H](O)c3cccc(F)c3)ccc21,3.187,0.871002941598,2.6448731294030416,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA2BF7DD0>
Nc1nc(C(F)(F)F)cc(=O)n1N(S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1,1.5601,0.598855075745,2.7928943629430574,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFC084790>
O=C(Nc1cccc(C(F)(F)F)c1)[C@H]1CCCC[C@H]1C(=O)[O-],2.2002,0.932360806642,3.1340720175678283,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFC087510>
CC[C@H](c1ccc(F)cc1)N1CCN(C(=O)[C@@H]2CCC[NH+]2C)CC1,1.0981,0.904780635499,4.088080122299323,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFC085A90>
C[C@@H](NC(=O)OC(C)(C)C)C(=O)NCCCl,1.2546,0.747062550582,2.545529970282701,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFE8ED090>
COc1ccccc1CNC(=O)Nc1cc(C(C)(C)C)on1,3.3024,0.8924302665780001,2.151322600566328,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA32DFED0>
O=C1N=C([N-]c2ccc(F)c(Cl)c2)/C(=C/c2ccc3nccnc3c2)S1,5.7339,0.554778820553,3.4910073356175064,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA2BF64D0>
CN(Cc1ccccc1OC(F)(F)F)C(=O)NC1CC[NH+](C)CC1,1.4037,0.874939430986,3.3706314053886186,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFC0C0C90>
Cc1cc2c(cc1C)O[C@@H](C(=O)NCc1nc3ccccc3s1)C2,3.53304,0.776106349087,2.75774457056155,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3225410>
Cc1ccccc1[C@@H]1CN(C2CCSCC2)[C@H](C)CO1,3.65242,0.80315287543,3.4775842170457185,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDD899B690>
CC[C@H](Cc1ccccc1)[NH2+]Cc1nncn1C1CC1,1.6977,0.839555262776,3.704501359679496,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFC087710>
C[C@H]([NH2+][C@H]1CC(=O)N(C2CC2)C1)c1ccccc1Br,1.8368,0.907526447716,4.036302756300364,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3227F50>
O=C(CCC1=c2ccccc2=[NH+]C1)N1CCN(c2cccc[nH+]2)CC1,-1.5058,0.782159974198,4.046188242413648,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3224CD0>
Cc1c(NCC2([NH+](C)CCO)CCCCC2)cc(C#N)cc1[N+](=O)[O-],1.3967,0.516195692265,4.194392434186302,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA30D2610>
COC(=O)N1CC[C@H]([NH2+][C@@H](C)c2ccc(OC3CCOCC3)cc2)C1,1.7095,0.885829928254,3.8913825888654063,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFC085A10>
CCCc1nnc([S-])n1CC(=O)N1CC=C(c2ccccc2Cl)CC1,3.1057,0.7437564082610001,3.0047734463608258,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3376A90>
COc1ccccc1N1C(=O)CN(CC(F)(F)F)C1=O,2.0261,0.803461166159,2.3888209235965667,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA2FACE90>
O=C([O-])c1ccc([C@@H]2CCCN(C(=O)Cc3csc4[n+]3CCCN4)C2)cc1,1.1634,0.811820513601,3.864550334532528,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA31F4410>
C[NH+]1CCN([C@H](C(=O)Nc2ccc(Br)cn2)c2ccccc2)CC1,1.3542,0.838142383659,3.609955272902689,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD415210>
COC(=O)N1CCC[C@H](C(=O)NC[C@@](C)(O)c2ccsc2)C1,1.5502,0.887898325371,3.306774980997841,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA35A60D0>
CCOC(=O)C1=C(C)NC2=C(C(=O)CCC2)[C@H]1c1cc(CC)sc1SCC,4.9535,0.513063393009,3.3736690327573804,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD417D10>
C[C@H](C(=O)Nc1cnn(CC[NH+]2CCCCC2)c1)c1ccc2ccccc2c1,2.8473,0.689045267335,3.735428251604536,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA33163D0>
COC(C)(C)c1noc(-c2ccc3nc(N)sc3c2)n1,2.81,0.792568773143,2.7635009602266027,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0086E290>
CCc1ncc(CNCCc2ccc3c(c2)CCO3)s1,2.9727,0.821744044805,2.426155430332768,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD417450>
O=C(NCC1(CN2CCOCC2)CCCCC1)c1scnc1C1CC1,3.033,0.834661506777,2.875842806250404,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA2BF7190>
O=C(NC[C@H](c1cccs1)N1CCOCC1)c1cccc(F)c1,2.6905,0.910103644509,2.524660983962079,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA31F5490>
OC1(C(F)(F)F)CC[NH+](CC2CCCCC2)CC1,1.5388,0.7856373505519999,4.053523425991915,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA35A7890>
Cc1ccc2c(c1)=C[C@H](C(=O)NC[C@@H]1CCC3(CCN(C(=O)CC(C)C)CC3)O1)[NH+]=2,-0.43958,0.7151609534100001,4.711213049106493,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA2BF7B10>
CN(C)C(=O)c1cc(-c2ccccc2F)nc2ccccc12,3.7427,0.7002196394910001,1.8433432083033825,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFFEA7250>
C[C@H]1Cc2ccc(Br)cc2[C@@H]1Br,4.0773,0.608183723225,3.4358632987119844,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA2BF7310>
O=S(=O)(Cc1ccccc1)Nc1ccc2c(c1)CN(S(=O)(=O)c1ccccc1)CC2,3.3755,0.622192418092,2.137629846691679,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD337E10>
C[C@@]1(c2ccc(Cl)cc2Cl)NC(=O)N(CC(=O)C2=c3ccccc3=[NH+]C2)C1=O,-0.1058,0.703240921343,3.789779254635276,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFE8705D0>
C[C@H]([NH2+][C@H]1CSCC(C)(C)C1)c1nnc2ccccn12,1.8854,0.944999976096,4.576786520549836,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA31F6010>
Cc1cc(C(=O)N2CCC(=O)Nc3ccccc32)no1,1.97202,0.864656110847,2.276697171909655,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3226250>
CCOCCCC(=O)N[C@@H](C)CO,0.3001,0.579431254566,2.4610804033457665,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA32AE590>
CNC(=O)NC(=O)[C@H](C)Nc1cccc(CC[NH+]2CCCC2)c1,0.1638,0.619042253441,3.9206288793961512,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA30656D0>
CC[C@@H](C)n1nccc1NC(=O)CSc1nnnn1C,1.1084,0.8132556550390001,2.980395514662444,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA2BF4B50>
CCOC(=O)[C@H]1CCc2sc(NC(=O)C3CCN(C(=O)c4cn(C)nc4OC)CC3)nc21,1.969,0.657579395453,3.199954044084526,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEDB5410>
Cc1ccc(C(=O)N2CCC(CC(=O)N3CCCC3)CC2)cn1,2.2547200000000003,0.861418353942,2.0758586540927144,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE57D7C490>
COc1ccc(NS(=O)(=O)c2ccc(OCC(=O)N3CCOCC3)cc2)cc1,1.7336,0.758478327423,1.9211327369703548,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFFEA7610>
CN(C[C@@H]1CCC[NH+]1C)C(=O)c1csc(/C=C/C(=O)[O-])c1,-0.7397,0.7615866245530001,5.083918408134196,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA39750D0>
CCC(=O)N1CCc2cc(C(=O)N3C[C@@H]4[C@H](C3)C[NH+]3CCCC[C@H]43)ccc21,1.1249,0.8614810695280001,4.549282062516296,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD347F90>
O=C(c1nc(Cl)ccc1Cl)N1CCN2C(=O)NC[C@H]2C1,1.238,0.8025138061429999,3.0529493608162914,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD30C590>
FC(F)n1ccnc1CN1CC[NH+](CCN2CCOCC2)CC1,-0.6891,0.782264035683,3.79520659272125,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFC085250>
O[C@H]1Oc2ccccc2O[C@H]1O,0.0946,0.5917401547469999,3.2204225747300863,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA345EDD0>
COc1cccc2cc(-c3nnc(SCC(=O)Nc4ccccc4C(C)C)n3C)oc12,5.0911,0.390139874047,2.37960667563037,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3064090>
CC(C)(C)OC(=O)N1CCN(CC(=O)Nc2ccc(Oc3ncccn3)cc2)C(=O)C1,2.2867,0.780002443342,2.396097868058632,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA31F7AD0>
COc1cc(Br)cc(/C=C2\C(=O)N(c3ccccc3)N=C2C)c1OC,4.2724,0.6900489291590001,2.3041729944184013,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDD8807690>
CC(C)C[C@H](NC(=O)N(C)CCc1ccccn1)c1cccs1,4.1144,0.7981032645270001,2.822901542118045,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA35A7CD0>
O=C(Cc1nnc(NC(=O)Nc2ccccc2)s1)N/N=C/c1cccs1,2.9364,0.442919534557,2.3563602586944303,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA35A7650>
C[C@H](Cl)c1nc2cc(Cl)c(Cl)cc2n1[C@H]1CCCOC1,4.9944,0.693309742923,3.3355397304977834,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFC086C10>
COc1ccc(C[C@H]([NH3+])Cc2cc(Cl)ccc2Cl)cn1,2.7927,0.917079732424,3.2150902948822244,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3065A50>
Cc1ncn(CC(C)(C)C(=O)NN)c(=O)c1Br,0.33032,0.489115907157,3.0432109874349624,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3066710>
CCCN1CCN(C(=O)c2cc(C)nc(N)n2)[C@@H](Cc2ccccc2-c2ccccc2)C1=O,3.33992,0.619225516468,3.0071378970048768,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3065CD0>
COc1ccc(OC)c(/C=C/C(=O)N(C2CC2)[C@@H](C)C(C)C)c1,3.7525,0.6979864342290001,2.8360597173423248,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3066650>
C[C@@H](C(=O)N1CCC[C@@H](C(N)=O)C1)[NH+](C)Cc1ccc2c(c1)OCO2,-0.4576,0.7832001323919999,4.0481692461472285,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD38E250>
CCOC(=O)N1CCC(N/C(NCC2CC[NH+](C)CC2)=[NH+]\C)CC1,-2.2224,0.366307374631,4.113938233854272,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDD8286090>
COc1cc(Cl)c(C)cc1NC(=O)[C@@H](C)SCc1nc2sc(C)c(C)c2c(=O)[nH]1,4.83226,0.535702756527,2.9695144383996883,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDD88361D0>
Cc1ccc(NC(=O)Cc2nnc(S[C@@H](C)C(=O)Nc3nccs3)n2C)cc1,2.88052,0.569904960062,2.742307694452517,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3526150>
Cc1ccc2nc(NC(=O)[C@H]3CCCN3C(=O)OC(C)(C)C)sc2c1,3.94272,0.849402496729,2.585670026159546,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3225ED0>
Cc1[nH]/c(=N\S(=O)(=O)c2cnc3c(c2)c(C)nn3C)sc1-c1ccccc1,2.93134,0.568048967094,3.009722520542475,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA31F63D0>
C[C@H]1CCCC[C@@H]1NC(=O)[C@@H]1CCCN(c2[nH]c3ccccc3[nH+]2)C1,2.8933,0.894260317052,4.066439042925792,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA35A65D0>
COc1cccc(-c2noc(CSc3nc(-c4ccccc4)cn3N)n2)c1,3.6148,0.393658979415,2.344524209160319,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3225290>
CCCN[C@@H](c1cc(Cl)ccc1OC)C(C)(C)[NH+](C)C,2.3124,0.8090798331029999,3.5961030462817685,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA345E190>
CC1=NN(c2ccccc2)C(=O)/C1=C\c1ccc(OCC(=O)[O-])cc1,1.6214,0.7843375571410001,2.4848133163499906,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3065C50>
CCN[C@@H]1c2cc(OC)ccc2C[C@H]1[NH+](C)C(C)C,1.1936,0.84470122505,4.31252993743424,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEC5E410>
Cc1cccc(C(C)C)c1NC(=O)N(CC[NH+](C)C)Cc1cccc(F)c1,3.43612,0.751571678948,2.9349970637091225,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3207310>
Nc1[nH+]c(-c2ccccc2)cn1/N=C\c1ccc(Cl)cc1,3.087,0.732984849826,3.067466823458652,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3226850>
O=C(Nc1ccc(Cl)cc1)[C@@H]1CC(c2ccccc2O)=NO1,3.1773,0.9001493690989999,2.579844010523697,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA31A8F50>
C[C@@H](c1cccnc1)[NH+](C)CCn1cnc2ccccc2c1=O,1.0674,0.7771637234469999,3.731113957830429,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD38F890>
CCC[C@H](C)c1nnc([N-]S(=O)(=O)c2ccc(Cl)cc2)s1,4.4892,0.739665751139,3.781360749706967,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA31F4DD0>
COC(=O)c1nccc(N(CC2CC[NH2+]CC2)C2CC2)n1,0.2054,0.804589375455,3.750027466586016,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA31A97D0>
Cc1cc(CSc2ccccc2)cnc1N,3.26452,0.8089124693199999,2.051055498759704,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDD833D550>
C[C@H]1CC[C@H]([NH+]2CCCN(C(=O)c3cccs3)CC2)C1,1.6675,0.8885501713070001,4.529993290015301,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD3463D0>
CCCn1nccc1[C@H]([NH3+])[C@H]1CSCCS1,1.4247,0.897480985472,4.572752486899972,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3066910>
COc1ccc(CCCC(=O)N2CCN(C(=O)Cc3ccccc3F)CC2)cc1,3.0705,0.711734882847,1.9511994905666388,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3065F50>
CCn1c(=O)c2c(=O)c(C=O)coc2c2ccccc21,1.9403,0.5293387418150001,2.6081619492375925,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3064A50>
COc1ccc2cc([C@@H](C)[S@@](=O)c3nncn3C(C)C)ccc2c1,3.8896,0.682077589678,3.5483279052436494,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA2BDEE90>
CCn1/c(=N/C(=O)[C@@H]2CCCCN2S(C)(=O)=O)sc2cc(Br)ccc21,2.7266,0.7245821754620001,3.0553777184672386,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA31F6090>
C/C(=N\NC(=O)Cc1ccc([N+](=O)[O-])cc1)c1ccncc1,2.0727,0.521034421029,2.1033360122736067,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA2F4D450>
C[C@@H]1CCCC[C@H]1N(C)C(=O)c1ccccc1[N+](=O)[O-],3.2455,0.6184485790690001,2.8695966935347474,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA35A5750>
O=C([O-])c1ccc(S(=O)(=O)NCC[NH+]2CCCC2)c(F)c1,-1.8538,0.684250102886,4.0499155037212935,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3065350>
COC(=O)[C@@]1(N)CC[C@H]([NH+](C)CC2CCCCC2)C1,0.5044,0.7457252217270001,4.656998481589649,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD414E90>
CC(=O)Nc1cc(NCc2ccc(-c3ccccc3F)s2)ccc1C,5.43312,0.621365327729,2.0782473358516143,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA30657D0>
Cc1ccc(C)c(C(=O)Nc2cnn(CC3CC3)c2)c1,3.16224,0.913385551047,2.0601929931936347,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA2BF4510>
COc1ccccc1N(C)Cc1c(C)nn(C)c1Cl,3.02692,0.852329189464,2.262001902104398,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD38C650>
COC(=O)[C@H](C)Sc1nc(-c2ccccc2)c(-c2ccccc2)o1,4.6622,0.477474325963,2.5275291859461646,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD414190>
C[C@@H](NC(=O)C[C@@H]1CCCO1)c1ccc(C(F)(F)F)cc1,3.4517,0.905097779747,2.762181007603692,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3224C10>
C[NH2+][C@H](Cc1nccn1C)CC(F)(F)F,0.4768,0.8057163328300001,4.264393112800199,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3066510>
COc1cc(C)c(I)c(C)c1C#N,2.78832,0.739519682043,2.712439297520138,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3525B50>
CS(=O)(=O)c1ccc(C(=O)N(Cc2ccco2)c2nc3ccccc3s2)cc1,4.1398,0.473239981148,2.185634083124201,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA2FE7350>
CC[C@@](C)(C[NH3+])[C@H](O)c1ccccn1,0.7732,0.757637116082,4.072361837166326,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDD8805B10>
CC[NH+](C1CCCC1)[C@@H]1CCC[C@](N)(C(N)=O)C1,-0.0408,0.6778883412610001,5.071398490907555,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3226010>
CCN(CC)C(=O)Cc1cn(Cc2ccc(Cl)cc2)c2ccccc12,4.7539,0.598811510758,2.0337719295677577,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFFEB6E50>
CN(C)C(=O)c1cccc(C(=O)N[C@@H](CO)CC(C)(C)C)c1,1.9153,0.878109180746,2.644900698663145,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3206FD0>
O=C(/C=C/c1ccccc1[N+](=O)[O-])OCC(=O)c1ccc2c(c1)OCO2,2.7628,0.256393904431,2.239998304432476,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFC0BC890>
O=C(NCC(F)(F)F)c1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2nccs2)cc1,2.227,0.686311961984,2.8109075948531004,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDD87FCB90>
COc1cc(C(=O)NC2CCC(C)CC2)cc(OC)c1OC,3.0209,0.8984084522319999,1.9132186913607825,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD38D7D0>
N#Cc1c(F)cccc1S(=O)(=O)N1CCCCCC1,2.26208,0.8373768468189999,2.071083486340193,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3315010>
Nc1ccc(C23C[C@@H]4C[C@@H](CC(O)(C4)C2)C3)cc1,2.8515,0.739569479553,4.718730585928345,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3205550>
Cc1nn(CC(=O)N[C@H]2CCCc3ccccc32)c(C)c1S(=O)(=O)N1CCc2ccccc21,3.4451400000000003,0.613720731828,2.933466047577708,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA2BF47D0>
CN(C)C(=O)c1ccc(C[NH+](Cc2cc(F)ccc2F)C2CCCC2)[nH]1,2.5224,0.813380856177,4.056112960804516,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA31E4710>
CCN(CC(C)C)C(=O)CC[C@@H](C)O,1.6519,0.715536747207,2.720879810457652,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA31A8350>
Cc1ccc(F)cc1NC(=O)c1sccc1-c1ccccc1,5.11492,0.686544434193,1.8211167637801624,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3064C10>
Cc1ccc(CNC(=O)c2ccc(C[S@](=O)c3cccc(Cl)c3)o2)cc1,4.47922,0.648511978434,2.72506312171358,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3224D10>
C[NH+](Cc1ccc(N2CCCC2)nc1)[C@H]1CCN(CC(F)(F)F)C1=O,0.8597,0.863193992887,4.136851654799472,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA2BF7710>
CCS[C@H](C)C[C@H]1CC(N2CCOCC2)=CC(=O)[C@@H]1C(=O)OC,2.1124,0.546885222692,4.054094712889476,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3525F50>
O=C(CNC(=O)c1ccccc1Cl)N[C@H]1C[C@H]2CCCc3cccc1c32,3.7509,0.837886962077,3.0229444575370383,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3206690>
COCCNC(=O)CNc1nc2cc(C(F)(F)F)ccc2s1,2.4896,0.7966878441940001,2.281390191991296,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA32051D0>
O=C(Nc1ccc(CN2CCCC2=O)cc1)c1ccc2[nH]cnc2c1,2.9376,0.7629126623610001,2.1461903299595715,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3524250>
